"aaln","name","house","birthdate","balance"
"279188",Nathan Tyler,griffindor,1958-10-23,28385.0
"145682",Chelsea Jarvis,Hufflepuff,1957-12-17,4341.0
"421830",Dalia Wilcox,S,1971-01-17,18548.0
"086677",Hadley Horn,RAVENCLAW,1975-08-23,19103.0
"924105",Tess Perez,raven,1958-08-11,33053.0
"246685",Katie Rogers,N/A,1972-08-30,19752.0
"265081",Kenyon Mccormick,Koldovstoretz,1984-12-03,30182.0
"799005",Patricia Mccormick,Slytherin,2010-07-21,18080.0
"991753",Triston Knight,HUFFLEPUFF,1964-12-21,16672.0
"993621",Davin Velazquez,Huffle,2007-03-05,34059.0
"362398",Amara Reynolds,Gryffindor,1958-06-30,10779.0
"548230",Sophie Gaines,G,2008-11-14,23585.0
"514987",Abdullah Lindsey,Slyth,1982-04-13,38794.0
"319034",Jimena Daniels,Red,2008-02-09,22420.0
"428434",Elias Huffman,Slytherin,1979-05-21,8346.0
"410029",Dustin Mays,Gryffindor,1974-03-15,40264.0
"856710",Nicole Morrison,Ravenclaw,1980-12-28,48481.0
"107746",Nia Booker,gryfindor,1955-12-29,12902.0
"829027",Anahi Carpenter,Red,1986-02-10,33884.0
"890934",Leland Serrano,Red,1996-07-12,29234.0
"008939",Vance Avery,McGonagall,1964-01-14,24145.0
"87938",Albert Fuller,SLYTHERIN,1994-05-08,16292.0
"003508",Turner Glover,House,2001-03-07,28217.0
"81659",Ricky Barrett,"",1959-07-27,24368.0
"39205",Philip Mason,Beauxbatons,1992-03-23,36712.0
"980517",Clarissa Arias,HUFFLEPUFF,1995-07-19,33939.0
"075849",Rebecca Rowe,McGonagall,1983-02-10,11274.0
"990108",Viviana Whitehead,Hufflepuff,1991-10-02,26557.0
"266085",Barbara Knox,RAVENCLAW,1981-03-04,11179.0
"725086",Amiyah Santiago,Ravenclaw,1963-10-28,17672.0
"781606",Aiden Payne,Slytherin,1965-02-19,7553.0
"109026",Amari Kaufman,SLYTHERIN,1960-06-05,2005.0
"687544",Elizabeth Coleman,Gryffindor,1985-10-03,12380.0
"12200",Amya Benjamin,N/A,1993-02-22,29660.0
"562788",Natalya Cobb,Ravenclaw,1995-07-14,13137.0
"938123",Arnav Hurley,Badgers,2008-05-07,45160.0
"365814",Kayla Hooper,gryf,2010-01-20,25739.0
"234755",Rosa Porter,N/A,1970-02-06,5182.0
"909891",Nathanial Torres,raven,1983-12-29,42034.0
"094698",Lucia Kramer,Koldovstoretz,1955-05-04,45323.0
"860763",Joey Fritz,GR,1997-05-24,5629.0
"377391",Emery Chase,GRYFFINDOR,1977-02-08,5355.0
"998960",Hezekiah Everett,Beauxbatons,1961-06-07,22526.0
"478986",Arianna Beck,Slyth,1961-03-18,3916.0
"619885",Yasmine Strong,SL,1974-07-03,11281.0
"882037",Jasmin Rios,Green,1972-08-12,25948.0
"184391",Paula Lopez,Gr,1961-12-22,5427.0
"175660",Sarah Salas,OTHER,1967-11-06,34737.0
"131246",Chaya Hughes,Gr,2001-06-07,4952.0
"210461",Carley Douglas,Ravenclaw,2012-09-21,2282.0
"385561",Quincy Hansen,Durmstrang,1970-08-01,39559.0
"998838",Noemi Sutton,Slytherin,1983-06-28,8431.0
"394404",Paxton Shaw,RAVENCLAW,2010-01-04,38137.0
"350976",Jamie Adkins,Mahoutokoro,1981-09-24,44434.0
"041397",Camren Bauer,Slytherin,2007-02-27,10315.0
"932708",Clarissa Bryan,Hufflepuff,2004-06-24,35912.0
"835745",Bridger Rose,Badgers,1995-07-11,22324.0
"126031",Collin Underwood,Slytherin,2013-11-09,14036.0
"701523",Mariana Brady,RAVENCLAW,1977-03-22,45821.0
"020293",Emilie Walls,HUFFLEPUFF,2005-03-16,48126.0
"8139",Clay Norman,HU,1957-07-14,37519.0
"990481",Jaqueline Mcpherson,SLYTHERIN,2006-06-07,27030.0
"616427",Scarlett Bonilla,HU,1989-09-08,42819.0
"871869",Ricky Sanford,SLYTHERIN,1961-09-10,9048.0
"926872",Kamila Blanchard,Castelobruxo,1999-06-13,7910.0
"959031",Karina Mcclain,HUFFLEPUFF,2009-06-19,6386.0
"193322",Dayanara Sanford,Gryffindor,1982-03-13,39052.0
"574643",Mylee Orr,Ravenclaw,1997-07-02,14301.0
"651775",Bennett Nguyen,Durmstrang,1978-05-21,14088.0
"980642",Kaden Norris,HU,1975-07-07,26969.0
"572430",Edward Dodson,Beauxbatons,2000-06-02,39220.0
"029749",Gabrielle Shea,gryffindor,1996-06-08,21790.0
"489315",Jax Cantu,Hufflepuff,1963-05-12,32506.0
"33485",Brendon Cain,GRYFFINDOR,2004-03-16,17152.0
"123990",Braxton Moses,HUFFLEPUFF,1968-06-08,41082.0
"064880",Shania Ruiz,SLYTHERIN,1955-12-24,2128.0
"617177",Ruben Mckenzie,RAVENCLAW,2004-12-07,15992.0
"725281",Emmy Baldwin,Hufflepuff,1971-06-21,32285.0
"099314",Titus Sutton,RAVENCLAW,1990-09-22,11657.0
"22546",Karissa Humphrey,Hufflepuff,1976-10-01,30042.0
"950618",Nasir Mcfarland,G,1956-07-07,5051.0
"512296",Brayan Hammond,Durmstrang,2006-05-20,22922.0
"583483",Dylan Henson,Ravenclaw,2008-06-14,48036.0
"978486",Colten Coleman,House,1973-11-29,22094.0
"335324",Ariel Mclean,"",2001-09-17,22178.0
"24732",Shayna Snyder,Green,2010-11-03,6692.0
"375063",Korbin Martinez,Durmstrang,1975-08-19,39025.0
"799722",Alexis Mcknight,Hufflepuff,1979-09-27,10964.0
"742245",Slade Parrish,Snape,1968-08-19,35073.0
"99004",Ashley Murphy,.,1975-11-18,48800.0
"705866",Addison Guerrero,Red,1981-07-09,24402.0
"687056",Kevin Vargas,Gryffindor,1989-09-11,16031.0
"746892",Devan Hill,SLYTHERIN,1999-10-12,41008.0
"166771",Ernest Hutchinson,Slytherin,1971-11-22,31167.0
"933122",Alena Baxter,R,1970-08-22,4185.0
"07925",Mylee Nolan,HUFFLEPUFF,1976-09-06,5850.0
"001767",Josh Pace,RAVENCLAW,1980-07-22,13181.0
"049908",Amya Davidson,Castelobruxo,1986-09-02,24990.0
"974577",Daniel Saunders,House,1961-01-01,15701.0
"967192",Jaiden Montoya,gryfindor,1980-07-23,38901.0
"894673",Miley Benson,gryfindor,1988-05-09,34383.0
"289721",Yadira Irwin,GR,2012-05-07,394.0
"12793",Deon Lang,Ravenclaw,2014-05-04,48003.0
"482701",Dallas Golden,Ravenclaw,1986-08-30,22459.0
"686147",Avery Savage,gryfindor,1964-10-15,44713.0
"131526",Darnell Garrison,Horned Serpent(Ilvermorny),1988-12-01,31030.0
"863303",Clarissa Mosley,raven,1993-04-25,32913.0
"494673",Atticus Haynes,Hufflepuff,1982-03-10,4370.0
"042437",Ashanti Frank,raven,1996-06-11,42412.0
"474630",Tristen Wilkins,gryf,1988-09-14,4864.0
"87509",Mohammad Dawson,"",1960-06-08,46254.0
"415417",Antony Fuentes,Horned Serpent(Ilvermorny),2009-05-13,26125.0
"76873",Trinity Russo,"",1987-04-29,12191.0
"909294",Deja Hammond,SLYTHERIN,1960-09-27,18885.0
"717497",Jamison Mack,SLYTHERIN,2013-10-18,28996.0
"881160",Zackery Pitts,N/A,1983-09-22,4063.0
"343352",Hadassah Simon,RAVENCLAW,1954-09-29,971.0
"98222",Jacey Reyes,gryf,1980-12-04,637.0
"526654",Keenan Ware,SLYTHERIN,2000-03-29,27908.0
"532570",Naima Horn,Ravenclaw,1961-06-12,25450.0
"538570",Zion Golden,Red,1960-08-08,48932.0
"216957",Kira York,Mahoutokoro,1983-11-27,11781.0
"88616",Giovanna Fernandez,Slytherin,1970-09-15,29378.0
"507089",Marina Roberson,raven,2002-03-25,13900.0
"999771",Shyann Cox,"",1982-03-24,21901.0
"302476",Arielle Bartlett,Koldovstoretz,1996-11-10,34868.0
"55350",Jayden West,Ravenclaw,1962-03-10,24317.0
"960774",Ann Hinton,gryfindor,1991-07-28,16682.0
"745523",Zoey Payne,RA,1964-03-10,12609.0
"751789",Cindy Bryan,OThers,2003-12-01,28651.0
"495974",Malcolm Duffy,SLYTHERIN,1988-07-18,3194.0
"963149",Miley Shelton,Ravenclaw,1991-07-31,670.0
"616435",Micheal Koch,RAVENCLAW,1970-09-10,7786.0
"027814",India Williamson,RAVENCLAW,1989-09-21,26145.0
"396748",Alvaro Logan,Durmstrang,1989-02-23,49033.0
"92794",Zion Dawson,gryfindor,2000-12-11,5107.0
"381260",Brielle Barrera,gryfindor,1981-11-24,15264.0
"099321",Meadow Fritz,OThers,2006-12-02,1207.0
"730702",Johan Burgess,Slyth,1961-07-16,21034.0
"818309",Dangelo Robinson,Ravenclaw,1998-07-06,39619.0
"948715",Paloma Leonard, ,2003-09-25,31745.0
"140381",Cora Lozano,"",1991-05-11,45011.0
"175618",Bailey Bradford,Ravenclaw,1972-01-23,28688.0
"504297",Marvin Ingram,RAVENCLAW,1980-03-12,2129.0
"875340",Callum Ross,Hufflepuff,1957-10-28,1029.0
"347951",Elsa Finley,Ilvermorny,1971-03-12,409.0
"460303",Myla Larson,HU,1965-04-04,11668.0
"90304",Adalyn Reilly,Slytherin,2011-09-28,34914.0
"905535",Madalynn Fleming,Hufflepuff,1996-03-10,13789.0
"681642",Ruby Dalton,Koldovstoretz,1977-07-14,42690.0
"98964",Gracelyn Hoover,gryf,1991-06-12,37811.0
"729735",Antwan Harper,HUflepluff,1990-02-17,25785.0
"095316",Wendy Callahan,Ilvermorny,1981-12-29,37762.0
"736123",Mateo Mayer,HUFFLEPUFF,2014-02-23,9706.0
"896277",Madilyn Gray,SL,1984-03-21,19743.0
"36341",Mekhi Shah,House,1970-05-01,31453.0
"333196",Harley Ingram,SL,1959-04-15,20518.0
"603760",Gregory Logan,gryffindor,2003-10-21,13867.0
"209102",Mohammed Glenn,Beauxbatons,1961-09-23,7605.0
"603993",Ann Harper,SLYTHERIN,1970-12-20,21391.0
"169030",Rex Ryan,Blue,2014-04-30,19466.0
"675097",Jakobe Kaiser,Hufflepuff,1957-08-21,39231.0
"784116",Tyshawn Everett,Beauxbatons,1986-08-03,10628.0
"154826",Jaeden Mckee,GR,2010-12-02,7239.0
"365761",Tommy Reed,Gryffindor,1980-12-07,19428.0
"403080",Sofia Shields,N/A,1956-07-03,49308.0
"461976",Ulises Lowery,Slyth,1954-08-21,33439.0
"989572",Mariana Duke,"",1961-10-17,33539.0
"480039",Elle Austin,griffindor,2010-02-04,10914.0
"075459",Triston Rios,HUFFLEPUFF,2001-12-07,130.0
"524105",Natalya Hutchinson,Eagles,1994-10-26,27013.0
"033904",Lillian Hood,GR,1971-03-07,28951.0
"532203",Karsyn Ray,Slyth,1998-02-27,47990.0
"879528",Shannon Thomas,Ravenclaw,1962-12-20,25091.0
"594819",Mariyah Mata,Thunderbird(Ilvermorny),1963-12-21,37517.0
"546869",Cannon Beck,HUFFLEPUFF,1973-12-03,3382.0
"014499",Dennis Hanson,ravenclaw,1998-11-30,47021.0
"076475",Jeremiah Donaldson,Green,2006-11-27,20819.0
"402916",Stacy Bentley,HU,1982-01-12,18057.0
"037138",Azul Fitzgerald,gryfindor,1985-09-07,9277.0
"025194",Ezra Dickson,N/A,1999-10-13,18281.0
"694442",Ayanna Graham,"",1956-09-26,46373.0
"804821",Jax Dennis,Gryffindor,1961-01-27,18826.0
"142026",Kenny Santana,SL,1987-07-27,25337.0
"73384",Lizbeth Kaufman,RA,1987-08-01,17828.0
"719794",Joselyn Castro,Ravenclaw,1996-05-04,19829.0
"057812",Deanna Kramer,Gryffindor,1961-12-30,347.0
"518403",Wilson Flores,"",1963-04-10,2004.0
"701464",Aidan Hayes,OThers,1992-03-26,12677.0
"914181",Dane Wu,HUFFLEPUFF,1988-05-30,2116.0
"236719",Javion Ochoa,Slytherin,1963-09-18,3771.0
"409166",Francis Greer,Sprout,1987-10-19,16589.0
"828072",Shaylee Gonzales,Durmstrang,2012-09-15,20968.0
"398946",Lindsey Oneill,Red,1959-04-08,1899.0
"040403",Arturo Bass,Hufflepuff,1977-10-25,9378.0
"593336",Aylin Larson,Snape,2001-05-20,37784.0
"008769",Emery Tran,SL,1998-03-01,39639.0
"936600",Irene Wise,Lions,1990-02-14,32342.0
"518224",Trenton Shepherd,Slytherin,2012-12-25,31704.0
"91688",Emanuel Lucas,"",1990-08-11,44750.0
"650329",Chaz Friedman,gryfindor,1968-07-29,33180.0
"695447",Noe Miles,GR,1990-06-07,2444.0
"062300",William Walters,SLYTHERIN,2010-11-13,26385.0
"425884",Sage Ramos,SLYTHERIN,1957-09-07,36569.0
"040911",Annie Velazquez,Slyth,1975-11-18,36672.0
"484551",Princess Cobb,SL,1988-05-13,45700.0
"233622",Laylah Sparks,Thunderbird(Ilvermorny),1998-05-20,9077.0
"228621",Madelyn Bradford,GR,1980-10-19,36852.0
"642173",Marco Buchanan,HUFFLEPUFF,2014-03-16,8148.0
"682554",Marlene Robinson,HUflepluff,1991-05-22,27189.0
"267533",Rohan Todd, ,1958-04-13,26048.0
"905534",Brooklyn Patrick,G,1981-02-05,20572.0
"736444",Lara Combs,RAVENCLAW,1969-12-13,44659.0
"936925",Isiah Costa,Thunderbird(Ilvermorny),1981-09-09,35171.0
"982883",Zane Shepherd,Snakes,1976-03-09,36462.0
"013461",Albert Mcdowell,"",2010-07-17,47820.0
"183429",Kobe Villanueva,Slytherin,1979-09-09,13484.0
"740335",Emily Ferguson,Hufflepuff,1983-01-21,8261.0
"415366",Kinsley Campbell,Gryffindor,1990-07-06,40748.0
"354588",Marlee Michael,raven,1973-04-05,8126.0
"495131",Holden Gardner,HUFFLE,1960-12-26,35486.0
"69974",Jagger Preston,GR,1990-04-17,47202.0
"53288",Aaron Mann,raven,2005-10-22,31262.0
"084660",Aracely Perkins,Red,1955-03-25,29673.0
"095360",Madeleine Sampson,Gryffindor,1959-06-27,35626.0
"004452",Madden Ellison,Hufflepuff,1960-01-13,21254.0
"316844",Geovanni Maddox,HUFFLEPUFF,1965-04-29,19260.0
"342180",Shaylee Walton,Gryffindor,1999-03-12,13647.0
"337829",Shane Nielsen,gryfindor,1988-07-17,43518.0
"090126",Abdullah Ward,HUFFLE,2002-07-07,20764.0
"756794",Carlos Sanford,HUflepluff,1969-10-12,44790.0
"996859",Krista Richardson,Hufflepuff,1961-01-10,6100.0
"795679",Deandre Carrillo,HUflepluff,1996-07-27,26979.0
"607806",Ariel Aguilar,Green,1957-07-09,21229.0
"672400",Stacy Fleming,SLYTHERIN,1963-02-04,40947.0
"245623",Leia Morales,S,1980-08-06,29496.0
"186765",Layne Oneill,Ravenclaw,1970-01-24,26100.0
"702351",Derek Diaz,RAVENCLAW,1964-10-24,18885.0
"683861",Jaiden Clements,Gryffindor,1996-09-25,11512.0
"036505",Cassius Allen,Castelobruxo,1973-05-29,31457.0
"487332",Anahi Garcia,gryfindor,2007-05-26,242.0
"219960",Lexi Doyle,"",1971-10-24,16379.0
"793623",Dalia Reeves,Hufflepuff,1967-09-12,41832.0
"066595",Prince Park,Badgers,1962-02-05,15259.0
"917931",Cristal Ritter,Red,1970-08-15,46351.0
"254035",Brayden Wallace,McGonagall,1990-11-28,44300.0
"181428",Reese Osborne,GR,2001-12-24,37829.0
"970296",Brice Moon,"",1974-02-24,19082.0
"570120",Brayden Pollard,Slyth,2005-04-19,18519.0
"160951",Jackson Mathis,gryffindor,1987-06-10,39928.0
"525774",Jadiel Bailey,Hufflepuff,2005-05-15,22260.0
"051361",Finley Rojas,SL,1955-10-25,2837.0
"518280",Abigail Frye, ,1992-12-06,6066.0
"373255",Lila Zimmerman,Hufflepuff,2002-06-07,24238.0
"8358",Ashly Mckee,Hufflepuff,1968-07-23,18786.0
"622653",Molly Holloway,Slyth,2012-07-09,2336.0
"516388",Kiera Cummings,GR,1981-05-22,41063.0
"114370",Jasiah Browning,Durmstrang,1993-12-22,38769.0
"988251",Saniya Adkins,House,2006-12-23,39403.0
"99599",Nick Fox,Gryffindor,1986-12-06,32129.0
"219798",Julissa Ochoa,Snape,2011-09-24,48364.0
"819809",Bryanna Goodwin,GR,1998-01-11,38099.0
"658502",Lucas Rush,Slytherin,1992-12-02,33711.0
"590553",Micaela Salas,SL,1993-01-14,42734.0
"660192",Hillary Fisher,Badgers,1996-01-22,19081.0
"581281",Lena Maxwell,RAVENCLAW,1971-06-12,25059.0
"2004",Lincoln Chen,Huffle,1960-04-25,16437.0
"675726",Jennifer Stewart,Slytherin,1971-05-08,36131.0
"321096",Bailey Winters,HUFFLEPUFF,1967-02-08,17613.0
"059321",Reed Mooney,"",1981-03-05,24099.0
"46468",Eden Ho,Durmstrang,1999-08-08,21367.0
"204503",Aron Sampson,Flitwick,1989-03-18,42888.0
"57672",Brendon Stafford,gryfindor,1999-08-20,17255.0
"622698",Aditya Fuentes,Gr,2004-04-25,40473.0
"145982",Kevin Harrell,HU,1976-05-14,38496.0
"042886",Selah Buck,Beauxbatons,2006-05-02,29055.0
"36906",Brynn Brock,Hufflepuff,1989-06-22,33391.0
"065180",Peter Park,Hufflepuff,1955-10-18,24023.0
"44461",Giovanna Carpenter,McGonagall,1987-02-23,13563.0
"794417",Casey Donaldson,Snakes,1986-02-06,34770.0
"615846",Iris Todd,Snakes,2003-10-17,29184.0
"160625",Enrique Booth,HUFFLEPUFF,2000-03-28,33443.0
"661896",Christine Noble,raven,1969-07-12,21.0
"668486",Kingston Coleman,RAVENCLAW,1982-02-02,9772.0
"637403",Skyla Walls,Beauxbatons,2000-11-06,21900.0
"436041",Nicole Chen,gryffindor,1998-05-26,24152.0
"211585",Alissa Davidson,Gryffindor,1956-07-07,25680.0
"06802",Daisy Reese,HUFFLEPUFF,1969-06-19,19744.0
"071660",Ezequiel Black, ,2000-12-20,22449.0
"409865",Evelin Atkins,HUFFLEPUFF,1975-10-24,32075.0
"612540",Dwayne Costa,HUFFLEPUFF,2011-02-11,35592.0
"478432",Lola Harrington,N/A,1958-08-14,48816.0
"366987",Ali Suarez,HUFFLEPUFF,2005-04-15,10656.0
"256212",Cayden Bass,Gryffindor,1967-05-01,33471.0
"168936",Conor Kaufman,Huffle,1974-12-11,27482.0
"170575",Jeremy Li,Gryffindor,1960-02-24,32350.0
"192854",Angelina Marsh,SL,1968-11-18,9159.0
"859720",Reagan Griffith,Green,2003-06-22,31822.0
"756587",Madeline Bolton,House,1998-12-24,22475.0
"233041",Barrett Ball, ,1986-10-10,15161.0
"68899",Elena Porter,HUFFLEPUFF,1997-05-23,25608.0
"990475",Kenya Charles,Hufflepuff,2006-03-04,23079.0
"526386",Kinley Reeves,Slyth,1983-05-05,6065.0
"457767",Zaria Simmons,"",2001-08-17,19844.0
"524564",Zack Moon,Gryffindor,1970-02-20,46240.0
"370954",Sophie Glenn,Snape,2010-06-24,10079.0
"301049",Ciara Short,GR,1956-03-20,5706.0
"241368",Angelo Howell,Koldovstoretz,2007-03-05,30155.0
"254471",Tara Sellers,HU,1991-11-17,16287.0
"820534",Elsa Curry,HU,1992-03-17,23927.0
"737818",Karsyn Neal,HUFFLEPUFF,1958-12-04,486.0
"468018",Ryland Wheeler,raven,2008-02-28,25996.0
"748562",Nick Schneider,Thunderbird(Ilvermorny),2011-09-02,1135.0
"171837",Gia Armstrong,gryffindor,2010-04-21,8316.0
"350006",Pierce Anderson,Hufflepuff,1974-04-03,10335.0
"756533",Presley Huff,Koldovstoretz,1993-12-14,24071.0
"424408",Macie Hurley,"",1958-09-28,5935.0
"008155",Katie Caldwell,Ravenclaw,1991-04-13,5470.0
"30786",Nathalie Rivers,gryfindor,2010-06-02,42242.0
"129371",Natasha Schmitt,Durmstrang,1956-07-06,9348.0
"903256",Kasey Scott,GR,2009-09-20,28600.0
"299567",Estrella Saunders,RA,1994-05-28,45062.0
"141724",Dixie Crane,Slytherin,2004-12-13,22520.0
"637726",Jarrett Everett,HU,1996-04-28,10459.0
"6844",Eden Reynolds,RAVENCLAW,1964-01-08,46992.0
"421393",Brayan Daugherty,raven,1956-11-27,5839.0
"874577",Coby Stokes,Badgers,1955-05-24,28879.0
"593128",Kinley Campbell,SL,1986-09-14,38010.0
"388771",Mylee Stone,Castelobruxo,1982-12-13,7540.0
"651919",Pedro Hardin,Hufflepuff,1970-04-15,14857.0
"832907",Tommy Sanchez,Gr,1998-11-29,48059.0
"107225",Shannon Logan,Wampus(Ilvermorny),1960-01-12,24204.0
"34858",Zariah Mcknight,SLYTHERIN,2013-09-17,6053.0
"238805",Colin Santiago,Lions,2001-03-21,32304.0
"824624",Tucker Hubbard,RA,1988-04-08,23954.0
"072064",Zavier Mccarty,G,1969-06-18,27876.0
"851689",Isiah Kaufman,Ravenclaw,1964-03-16,38189.0
"881543",Davin Baldwin,GR,1993-10-28,28583.0
"049187",Samuel Guerrero,HUflepluff,1991-08-11,39956.0
"053100",Addison Bowen,gryffindor,1970-01-02,44151.0
"849203",Mattie Diaz,raven,1972-05-13,26858.0
"805715",Sarahi Conner,gryfindor,1965-04-25,13644.0
"426187",Gerald Bowen,SLYTHERIN,1983-07-22,23663.0
"877613",Adam Hernandez,"",2000-06-02,25899.0
"761797",Casey Chang,"",1964-03-07,23477.0
"022933",Alijah Jimenez,SL,2001-09-14,16413.0
"767204",Elliot Ramirez,"",1985-06-27,2518.0
"159040",Kelsey Franco,Beauxbatons,1975-05-15,41749.0
"892130",Ismael Cherry,Ravenclaw,1965-01-15,34202.0
"892464",Jordyn Freeman,HUFFLE,1992-01-03,17590.0
"996835",Selena Blake,Hufflepuff,1962-11-23,8978.0
"246392",Gavin Garrison,Slytherin,2011-11-23,26933.0
"118529",Harrison Buchanan,SL,2002-01-18,11222.0
"734739",Danica Love,SL,1981-06-15,41757.0
"584549",Kade Ellison,HUFFLEPUFF,2000-07-29,17567.0
"973423",Mohammed Everett,RAVENCLAW,1965-12-02,27623.0
"783849",Randy Sharp,Ravenclaw,1993-02-12,2258.0
"522263",Neveah Gaines,Gryffindor,1960-07-12,46962.0
"320762",Curtis Bradshaw,Beauxbatons,1961-03-06,32334.0
"315727",James Edwards,HU,1955-05-28,19979.0
"60610",Gunnar Rush,Hufflepuff,1961-05-13,24849.0
"287208",Katelyn Garrison,Gryffindor,2009-05-04,7914.0
"183441",Jaime Larsen,RAVENCLAW,2007-07-15,18806.0
"995178",Braylen Johnston,HU,1963-04-30,39538.0
"569526",Jessie Estes,SL,1970-01-30,27043.0
"030950",Toby Hanson,raven,1974-08-04,46821.0
"541045",Yareli Mccall,RAVENCLAW,1994-10-22,8984.0
"416832",Jaida Gill,G,1967-06-30,44475.0
"161253",Sharon Mccoy,Ilvermorny,1961-01-04,17478.0
"757877",Juliette Alvarado,Badgers,1966-12-15,20574.0
"81370",Clara Heath,HU,1957-06-02,727.0
"405339",Delaney Maxwell,SLYTHERIN,2011-12-04,43683.0
"092539",Esther Cervantes,raven,1988-06-18,7099.0
"923894",Karley Ellis,ravenclaw,1988-09-18,17529.0
"561080",Carter Martin,N/A,1987-10-19,8716.0
"541398",Jaidyn Krueger,Snape,1995-08-23,34748.0
"970902",Dana Montoya,"",1962-04-11,36456.0
"513896",Dexter Massey,G,1966-01-30,27108.0
"508573",Ray Hickman,Gryffindor,1956-09-28,76.0
"160169",Emmett Novak,Blue,2010-03-20,4473.0
"066857",Tess Lamb,Ravenclaw,2012-09-12,8364.0
"556615",Kendall Warren,Gryffindor,1990-07-09,16730.0
"289010",Elliot Burgess,House,1984-08-28,14901.0
"098475",Brooklynn Braun,Ravenclaw,1973-05-30,24787.0
"913372",Claudia Holt,gryfindor,1994-03-09,4317.0
"689671",Lennon Zavala,Koldovstoretz,1999-05-25,8171.0
"35439",Taliyah Floyd,RAVENCLAW,2002-08-29,10843.0
"323386",Jane Dillon,Slytherin,1982-12-16,29480.0
"604633",Kirsten Mejia,HU,1958-10-09,17897.0
"857594",Chandler Montes,Hufflepuff,1965-05-22,32469.0
"897822",Lilyana Vaughn,RA,1966-04-18,41228.0
"135427",Zachariah Brown,GR,1981-05-25,35598.0
"444690",Faith Bird,Green,2009-07-13,30869.0
"40144",Giovanni Clayton,Durmstrang,1968-03-05,40039.0
"606819",Wendy Moss,SLYTHERIN,1979-03-31,6827.0
"870850",Colin Brady,Hufflepuff,2007-03-11,15004.0
"454240",Wesley Moses,RAVENCLAW,1991-07-28,26855.0
"283492",Aubree French,Green,1987-05-25,6482.0
"032685",Quinten Daugherty,gryf,1983-06-13,2754.0
"113115",Jadyn Moss,RAVENCLAW,1996-10-26,37705.0
"507588",Andrea Hahn,Ilvermorny,1961-05-20,46686.0
"969590",Layla Hensley,McGonagall,2006-09-16,49519.0
"490401",Xander Bass,Green,1978-06-27,33749.0
"249314",London Spears,RA,1976-01-22,40437.0
"534905",Kane Brock,SLYTHERIN,2004-03-10,19184.0
"218391",Shirley Ellison,GRYFFINDOR,1989-06-03,34466.0
"440444",Hailey Holder,RA,1997-12-13,9663.0
"338255",Elliott Armstrong,raven,1990-08-08,47770.0
"869554",Trevon Ball,Snape,2002-10-20,29230.0
"804545",Oscar Howe,Huffle,1980-05-12,18014.0
"465242",Marin Irwin,Gryffindor,1959-04-24,32522.0
"494514",Kendal Leach,HUFFLEPUFF,2010-03-07,11221.0
"260233",Lana Sexton,SLYTHERIN,2008-06-07,31678.0
"108141",Ryan Pham,Beauxbatons,2003-04-21,43208.0
"884606",Harry Farley,HUFFLEPUFF,1999-03-06,18016.0
"734161",Scott Robinson,RA,1973-10-29,17682.0
"79573",Alec Johns,gryffindor,1997-06-25,34412.0
"921082",Aditya English,Ravenclaw,1970-06-28,7631.0
"700454",Tyson Santos,Snakes,2013-09-09,12524.0
"834276",Bridger Harding,Gr,2000-08-25,25479.0
"137781",Aryan Schmitt,ravenclaw,1987-03-23,3466.0
"45043",Konner Sellers,GR,2007-03-19,16217.0
"002943",Cassandra Cochran,Huffle,1993-05-03,30588.0
"524291",Paxton Montes,Gryffindor,1977-12-19,33117.0
"785543",Ashton Oneill,gryfindor,2008-11-21,3485.0
"099663",Andreas Mcconnell,HUFFLEPUFF,2005-01-04,38810.0
"238384",Jordon Small,S,1987-02-21,17615.0
"427741",Jacquelyn Mahoney,Slytherin,1984-03-10,44497.0
"519287",Alicia Nixon,HU,1993-12-20,18103.0
"567099",Wendy Nelson,RAVENCLAW,2005-11-05,8020.0
"630040",Carolina Proctor,"",1983-01-07,48636.0
"791310",Deangelo Curry,"",1997-10-22,19560.0
"52576",Zavier Rodgers,Ravenclaw,1956-09-07,30487.0
"655573",Donovan Roberson,Gryffindor,1983-01-14,3559.0
